0.046
0.014
0.039
0.023
0.007
0.013
0.007
0.035
0.015
0.029
0.034
0.045
0.037
0.031
0.011
0.052
0.006
0.024
0.020
0.031
0.011
0.011
0.020
0.016
0.032
-0.001
0.044
0.008
0.035
0.029
0.045
0.037
0.008
0.016
0.047
0.034
0.037
0.020
0.022
0.032
0.040
0.035
0.033
0.013
0.030
0.009
0.017
0.015
0.042
0.039
0.036
0.030
0.015
0.005
0.036
0.034
0.057
0.016
0.019
0.030
0.006
0.016
0.035
0.033
0.029
0.032
0.033
0.041
0.052
0.047
0.037
0.047
0.032
0.021
0.018
0.042
0.032
0.045
0.044
0.027
0.036
0.038
0.033
0.034
0.009
0.010
0.017
0.012
0.011
0.035
0.058
0.046
0.039
0.011
0.038
0.029
0.034
0.036
0.029
0.031
