0.000,4556.376
1.000,4260.082
2.000,4017.589
3.000,3813.788
4.000,3636.261
5.000,3476.017
6.000,3324.277
7.000,3167.028
8.000,2961.573
9.000,2428.661
10.000,2112.257
11.000,2026.853
12.000,1869.276
13.000,1680.076
14.000,1502.418
15.000,1380.707
16.000,1323.257
17.000,1300.566
18.000,1288.157
19.000,1270.798
20.000,1236.927
21.000,1180.448
22.000,1104.948
23.000,1018.343
24.000,928.236
25.000,838.433
26.000,748.625
27.000,660.096
28.000,612.702
29.000,588.265
30.000,529.721
31.000,455.380
32.000,397.276
33.000,358.597
34.000,319.149
35.000,272.876
36.000,219.541
37.000,169.492
38.000,139.243
39.000,118.464
40.000,81.153
41.000,31.334
42.000,-11.936
43.000,-43.331
44.000,-75.279
45.000,-105.820
46.000,-130.295
47.000,-151.596
48.000,-159.935
49.000,-180.438
50.000,-200.023
51.000,-218.643
52.000,-238.006
53.000,-256.881
54.000,-273.980
55.000,-291.436
56.000,-311.906
57.000,-334.663
58.000,-357.250
59.000,-377.937
60.000,-396.585
61.000,-414.062
62.000,-430.853
63.000,-447.394
64.000,-464.322
65.000,-480.665
66.000,-497.843
67.000,-516.825
68.000,-535.191
69.000,-552.486
70.000,-569.377
71.000,-585.923
72.000,-601.463
73.000,-615.914
74.000,-630.123
75.000,-644.576
76.000,-658.845
77.000,-672.353
78.000,-685.406
79.000,-699.207
80.000,-714.457
81.000,-730.490
82.000,-746.199
83.000,-761.186
84.000,-775.977
85.000,-791.285
86.000,-806.972
87.000,-822.222
88.000,-836.723
89.000,-850.609
90.000,-864.158
91.000,-877.880
92.000,-892.088
93.000,-906.620
94.000,-921.125
95.000,-935.054
96.000,-948.297
97.000,-961.263
98.000,-973.822
99.000,-985.861
100.000,-998.299
101.000,-1012.159
102.000,-1026.832
103.000,-1041.005
104.000,-1053.906
105.000,-1065.875
106.000,-1077.956
107.000,-1090.551
108.000,-1103.388
109.000,-1116.147
110.000,-1128.738
111.000,-1141.185
112.000,-1153.504
113.000,-1165.744
114.000,-1178.072
115.000,-1190.584
116.000,-1203.057
117.000,-1215.103
118.000,-1226.602
119.000,-1237.909
120.000,-1249.639
121.000,-1262.067
122.000,-1274.925
123.000,-1287.657
124.000,-1299.855
125.000,-1311.450
126.000,-1322.562
127.000,-1333.280
128.000,-1343.614
129.000,-1353.644
130.000,-1363.653
131.000,-1374.018
132.000,-1384.921
133.000,-1396.221
134.000,-1407.658
135.000,-1419.091
136.000,-1430.520
137.000,-1441.962
138.000,-1453.324
139.000,-1464.401
