-3.968,-54.312,-55.019
-3.994,-54.312,-55.019
-4.023,-54.312,-55.019
-4.051,-54.312,-55.019
-4.079,-54.312,-55.019
-4.105,-54.371,-55.019
-4.127,-54.432,-55.019
-4.144,-54.478,-55.019
-4.155,-54.508,-55.034
-4.158,-54.517,-55.042
-4.152,-54.517,-55.042
-4.136,-54.517,-55.042
-4.112,-54.517,-55.042
-4.081,-54.517,-55.042
-4.045,-54.517,-55.042
-4.005,-54.517,-55.042
-3.963,-54.517,-54.973
-3.921,-54.415,-54.600
-3.880,-54.282,-54.237
-3.842,-53.946,-53.902
-3.809,-53.652,-53.609
-3.782,-53.412,-53.370
-3.761,-53.223,-53.181
-3.744,-53.078,-53.036
-3.732,-52.970,-52.928
-3.724,-52.892,-52.851
-3.718,-52.839,-52.799
-3.714,-52.804,-52.765
-3.711,-52.780,-52.741
-3.709,-52.761,-52.723
-3.707,-52.740,-52.702
-3.704,-52.712,-52.675
-3.700,-52.676,-52.640
-3.695,-52.634,-52.598
-3.690,-52.586,-52.552
-3.684,-52.533,-52.500
-3.678,-52.477,-52.446
-3.672,-52.419,-52.389
-3.665,-52.360,-52.330
-3.659,-52.300,-52.272
-3.652,-52.240,-52.214
-3.646,-52.182,-52.156
-3.639,-52.122,-52.098
-3.632,-52.059,-52.036
-3.624,-51.988,-51.967
-3.615,-51.907,-51.887
-3.605,-51.813,-51.796
-3.593,-51.704,-51.688
-3.579,-51.575,-51.563
-3.562,-51.425,-51.415
-3.543,-51.250,-51.244
-3.521,-51.049,-51.049
-3.498,-50.836,-50.844
-3.476,-50.631,-50.647
-3.456,-50.451,-50.474
-3.442,-50.314,-50.343
-3.434,-50.239,-50.270
-3.434,-50.239,-50.270
-3.445,-50.239,-50.270
-3.468,-50.239,-50.270
-3.506,-50.239,-50.270
-3.559,-50.239,-50.270
-3.624,-50.239,-50.295
-3.697,-50.412,-50.458
-3.773,-50.621,-50.629
-3.849,-50.849,-50.869
-3.919,-51.139,-51.124
-3.981,-51.391,-51.376
-4.029,-51.588,-51.574
-4.059,-51.735,-51.698
-4.067,-51.776,-51.731
-4.050,-51.776,-51.731
-4.012,-51.776,-51.731
-3.957,-51.776,-51.731
-3.890,-51.776,-51.731
-3.816,-51.637,-51.572
-3.739,-51.427,-51.399
-3.665,-51.219,-51.175
-3.597,-50.941,-50.943
-3.541,-50.710,-50.712
-3.501,-50.546,-50.548
-3.481,-50.464,-50.465
-3.479,-50.454,-50.456
-3.491,-50.454,-50.456
-3.514,-50.454,-50.456
-3.544,-50.454,-50.456
-3.579,-50.454,-50.456
-3.615,-50.454,-50.456
-3.648,-50.454,-50.456
-3.675,-50.454,-50.493
-3.693,-50.494,-50.534
-3.699,-50.511,-50.548
-3.695,-50.511,-50.548
-3.684,-50.511,-50.548
-3.667,-50.511,-50.548
-3.647,-50.511,-50.548
-3.627,-50.511,-50.548
-3.608,-50.511,-50.548
-3.594,-50.511,-50.548
-3.587,-50.511,-50.548
-3.589,-50.511,-50.548
-3.602,-50.511,-50.548
-3.623,-50.511,-50.548
-3.648,-50.511,-50.548
-3.674,-50.511,-50.548
-3.698,-50.511,-50.548
-3.716,-50.557,-50.586
-3.724,-50.580,-50.604
-3.719,-50.580,-50.604
-3.697,-50.580,-50.604
-3.655,-50.580,-50.604
-3.590,-50.580,-50.604
-3.506,-50.530,-50.518
-3.407,-49.997,-50.038
-3.299,-48.986,-49.056
-3.185,-47.911,-47.927
-3.070,-46.821,-46.804
-2.959,-45.760,-45.730
-2.857,-44.769,-44.742
-2.767,-43.903,-43.860
-2.696,-43.205,-43.156
-2.646,-42.711,-42.662
-2.616,-42.412,-42.363
-2.602,-42.283,-42.234
-2.604,-42.283,-42.234
-2.617,-42.283,-42.234
-2.640,-42.283,-42.234
-2.669,-42.283,-42.234
-2.702,-42.283,-42.234
-2.737,-42.283,-42.234
-2.770,-42.283,-42.234
-2.800,-42.283,-42.274
-2.826,-42.348,-42.333
-2.849,-42.411,-42.384
-2.869,-42.465,-42.429
-2.886,-42.512,-42.467
-2.901,-42.552,-42.500
-2.913,-42.585,-42.527
-2.923,-42.614,-42.551
-2.932,-42.637,-42.570
-2.939,-42.657,-42.586
-2.945,-42.673,-42.599
-2.950,-42.686,-42.610
-2.953,-42.695,-42.619
-2.955,-42.700,-42.625
-2.955,-42.702,-42.627
-2.954,-42.702,-42.627
-2.952,-42.702,-42.627
-2.947,-42.702,-42.627
-2.941,-42.702,-42.627
-2.933,-42.702,-42.627
-2.923,-42.702,-42.627
-2.909,-42.702,-42.627
-2.891,-42.702,-42.627
-2.867,-42.702,-42.627
-2.835,-42.702,-42.627
-2.794,-42.702,-42.627
-2.742,-42.666,-42.552
-2.679,-42.493,-42.410
-2.603,-42.284,-42.235
-2.512,-41.390,-41.345
-2.407,-40.337,-40.308
-2.292,-39.187,-39.180
-2.175,-38.003,-38.024
-2.062,-36.853,-36.872
-1.960,-35.811,-35.836
-1.875,-34.944,-34.983
-1.816,-34.326,-34.379
-1.787,-34.032,-34.091
-1.797,-34.032,-34.091
-1.851,-34.032,-34.091
-1.954,-34.032,-34.091
-2.096,-34.330,-34.381
-2.267,-34.906,-34.919
-2.454,-35.738,-35.706
-2.647,-36.746,-36.660
-2.833,-37.833,-37.816
-3.001,-38.890,-38.946
-3.140,-39.818,-39.897
-3.237,-40.489,-40.565
-3.281,-40.803,-40.869
-3.265,-40.803,-40.869
-3.194,-40.803,-40.869
-3.081,-40.803,-40.824
-2.935,-40.404,-40.496
